title,price,condition,review,city,date,href
Apple MacBook Pro 15 2017 Space Gray,1 250 €,Būklė: naudota,"Kaip naujas 10/10 Apple Macbook Pro 15 2017 Space Gray su ikrovikliu.

Naudotiems įrenginiams suteikiama 1 mėnesio gražinimo garantija.

Macbook Pro(15-inch, 2017)
Procesorius - 2.8 Ghz Quad-Core Intel Core i7
Atmintis - 16 GB 2133 Mhz LPDDR3...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-15-2017-space-gray-51439169.html
Apple MacBook Pro 13 2017 Space Gray,555 €,Būklė: naudota,"Tvarkingas Apple Macbook Pro 13 2017 su ikrovikliu.

Naudotiems įrenginiams suteikiama 1 mėnesio gražinimo garantija.

Macbook Pro(13-inch, 2017, Two Thunderbolt 3 ports)
Procesorius - 2.3 Ghz Intel Core i5
Atmintis - 8 GB 2133 MHz LPDDR3...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-2017-space-gray-52705605.html
Apple MacBook Pro 15 2015 Mid 16gb,650 €,Būklė: naudota,"Tvarkingas Apple Macbook Pro 15 2015 Mid su ikrovikliu.

Naudotiems įrenginiams suteikiama 1 mėnesio gražinimo garantija.

Macbook Pro(Retina, 15-inch, Mid 2015)
Procesorius - 2.2 GHz Intel Core i7
Atmintis - 16 GB 1600 Mhz DDR3
Kietasis...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-15-2015-mid-16gb-52705501.html
Apple MacBook Air 13 2017 8gb 256ssd,490 €,Būklė: naudota,"Puikios bukles Apple Macbook Air 13 2017 su ikrovikliu.

Naudotiems įrenginiams suteikiama 1 mėnesio gražinimo garantija.

Macbook Air(13-inch, 2017)
Procesorius - 1.8 Ghz Intel Core i5
Atmintis - 8 GB 1600 Mhz DDR3
Kietasis Diskas - 256...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-13-2017-8gb-256ssd-54038229.html
Puikus MacBook Pro 13 M1,950 €,Būklė: naudota,"Puikios bukles Apple Macbook Pro 13 M1 2020 Space Gray su ikrovikliu.

Naudotiems įrenginiams suteikiama 1 mėnesio gražinimo garantija.

Apple garantija galioja iki 2021.12.07

Macbook Pro(13-inch, M1, 2020)
Chip - Apple M1
Atmintis - 8...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/puikus-macbook-pro-13-m1-56441463.html
Apple MacBook Pro 13 Retina 2014 Mid 8gb,399 €,Būklė: naudota,"Tvarkingas Apple Macbook Pro 13 2014 Mid su ikrovikliu.

Naudotiems įrenginiams suteikiama 1 mėnesio gražinimo garantija.

Macbook Pro(Retina,13-inch,Mid 2014)
Procesorius - 2.6 Ghz Intel Core i5
Atmintis - 8 GB 1600 Mhz DDR3
Kietasis Diskas -...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-retina-2014-mid-8gb-56529225.html
Apple MacBook Pro 13 2018 Space Gray,745 €,Būklė: naudota,"Puikios bukles Apple Macbook Pro 13 2018 Space Gray su ikrovikliu.

Naudotiems įrenginiams suteikiama 1 mėnesio gražinimo garantija.

Macbook Pro(13-inch, 2018, Four Thunderbolt 3 Ports)
Procesorius - 2.3 Ghz Intel Core i5
Atmintis - 8 GB 2133...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-2018-space-gray-45964715.html
Apple MacBook Air 13 2012 Mid,199 €,Būklė: naudota,"Pilnai veikiantis Apple Macbook Air 13 2012 Mid su ikrovikliu.

Naudotiems įrenginiams suteikiama 1 mėnesio gražinimo garantija.

Macbook Air(13-inch, Mid 2012)
Procesorius - 1.8 Ghz Intel Core i5
Atmintis - 4 GB 1600 Mhz DDR3
Kietasis Diskas -...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-13-2012-mid-56568119.html
title,price,condition,review,city,date,href
Parduodu puikios būklės MacBook pro 16 kompiuterį.,2 500 €,Būklė: naudota,"Fantastiškai atrodantis, puikaus stovio su garantija.
Pilnas komplektas – dėžė, laidas ir pakrovėjas.

Parduodu puikios būklės kompiuterį, pirktas naujas Topo centre 2020-11-07d yra įrodantys dokumentai. Yra papildoma garantija 3metų. 
MBP16...",Šilutės r.,prieš 1 d.,https://skelbiu.lt//skelbimai/parduodu-puikios-bukles-macbook-pro-16-kompiuteri-56846625.html
MacBook Pro 15 2016 Touchbar Space Grey,1 050 €,Būklė: naudota,"03 2021 pakeista baterija ir klaviatūra iDeal salone pagal oficialią Apple programą.

Naudotas, bet labai geros buklės.

2.6 GHz Quad-Core Intel Core i7 512GB
16 GB 2133 MHz LPDDR3
Radeon Pro 450 2 GB
Intel HD Graphics 530 1536 MB

Macbook Pro...",Kaunas,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-2016-touchbar-space-grey-56837387.html
Apple MacBook Pro 13 2016 Touchbar 512ssd,640 €,Būklė: naudota,"Pilnai veikiantis Apple Macbook Pro 13 2016 TouchBar su ikrovikliu.

Naudotiems įrenginiams suteikiama 1 mėnesio gražinimo garantija.

Macbook Pro(13-inch, 2016, Four Thunderbolt 3 Ports)
Procesorius - 2.9 Ghz Intel Core i5
Atmintis - 8 GB...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-2016-touchbar-512ssd-55565857.html
Apple MacBook Pro 13 Late 2011,180 €,Būklė: naudota,"Pilnai veikiantis Apple Macbook Pro 13 Late 2011 su ikrovikliu.

Naudotiems įrenginiams suteikiama 1 mėnesio gražinimo garantija.

Macbook Pro(13-inch,Late 2011)
Procesorius - 2.4 Ghz Intel Core i5
Atmintis - 4 GB 1333 Mhz DDR3
Kietasis...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-late-2011-55605325.html
Apple MacBook Air 13 2017 8gb,490 €,Būklė: naudota,"Puikios bukles Apple Macbook Air 13 2017 su ikrovikliu.

Naudotiems įrenginiams suteikiama 1 mėnesio gražinimo garantija.

Macbook Air(13-inch, 2017)
Procesorius - 1.8 Ghz Intel Core i5
Atmintis - 8 GB 1600 Mhz DDR3
Kietasis Diskas - 128...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-13-2017-8gb-53061117.html
Apple MacBook Pro 13 2012 Mid 128ssd,240 €,Būklė: naudota,"Puikios bukles Apple Macbook Pro 13 2012 Mid su ikrovikliu.

Naudotiems įrenginiams suteikiama 1 mėnesio gražinimo garantija.

Macbook Pro(13-inch, Mid 2012)
Procesorius - 2.5 Ghz Intel Core i5
Atmintis - 4 GB 1600 Mhz DDR3
Kietasis Diskas - 128...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-2012-mid-128ssd-56781617.html
Apple MacBook Air Early 2015,449 €,Būklė: naudota,"Apple Macbook Air Early 2015 naudotas nešiojamas kompiuteris. 13.3"" IPS blizgus ekranas, 240GB SSD kietas diskas, 8GB RAM operatyviosios atminties,  I5-5250U 1.6GHZ procesorius. Patogus ir šiuolaikiškas, labai geros būklės. Tinka mokslams,...",Šiauliai,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-early-2015-56040769.html
Apple Mac Mini Apple M1 lustas,200 €,Būklė: nauja,"Parduodu Naujus Supakuotus 
išrašau PVM sąskaita faktura ! 


Mac mini M1 8C CPU, 16GB, 1TB, 8C GPU, MAC OS (2020)
1450eur

Visos kainos nurodytos su PVM 
Nemokomas pristatymas",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-mac-mini-apple-m1-lustas-55170605.html
Apple MacBook pro A1708 2016 defektas,200 €,Būklė: naudota,"Neveikia, nestartuoja, su krovikliu, be ssd.Galimai reikia naujos motininės arba donoro. Baterija laikė gerai 4-5val, 

Kaina 200€
Tel: +37066751732
Vilnius",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-a1708-2016-defektas-55654285.html
"MacBook Air (13-inch, Early 2015, 251gb)",280 €,Būklė: naudota,"Nešiojamas kompjuteris MacBook Air 2015
Naudotas, geros buklės, be vidinių defektų. 
Yra pabraižymų.
Viskas veikia. Ekranas puikios buklės - nėra negyvų pixelių ar baltų zonų. Klavetūra - visi mygtukai veikiantys.
Pridedamas originalus...",Kaunas,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-13-inch-early-2015-251gb-56036939.html
Parduodu MacBook Air 2020,750 €,Būklė: naudota,"Parduodu mylimą MacBook Air 2020, nes nusipirkau kitą
Labai mažai naudotas, be defektų, stovis - puikus
Retina, 13 inch
Intel core i3, 1,1 GHz, Dual-Core
256 GB
8GB, 3733 MHzIntel Iris Plus Graphics 1536 Mb",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/parduodu-macbook-air-2020-56133591.html
MacBook Pro 13 2015m. i5 128gb,300 €,Būklė: naudota,"Parduodamas MacBook Pro 2015 metų. Korpusas turi pabraižymų, ekranas kairėje apačioje turi mažą defektą (matomas ant šviesesnių spalvų), naudojimuisi netrukdo. Viskas matoma nuotraukose.",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2015m-i5-128gb-56529865.html
MacBook Pro 13-15 dalys,100 €,Būklė: naudota,"Macbook / iMac 2009-2021 kompiuterių  dalys bei jų keitimas
Apple Macbook 12 A1534 2015 2016 2017
Macbook Pro 13 A1708 2017
Apple Macbook A1181
Apple Macbook A1278
Apple Macbook A1260 2008 baterija 1.5-2h 
Macbook 13 2009 white baterija...","Kaunas, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-15-dalys-48369173.html
"MacBook Pro 13"" with TB, 8th g. i7, 16gb, 500gb",1 100 €,Būklė: naudota,"Apie metus naudotas galingas Macbook Pro 13 2018 metų modelis su TouchBar, 8 kartos Intel i7 procesorium, 16 GB operatyvinės ir 500 GB SSD disku, space gray spalva.
Turi nežymių išorinių naudojimo požymių, bet nedaužytas, be jokių įlenkimų ir...","Kaunas, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-with-tb-8th-g-i7-16gb-500gb-56817937.html
"MacBook Pro 13"" TB 2016 i5 8gb/256gb + 1 mėn. grnt",700 €,Būklė: naudota,"Naudotas, verslo klasės nešiojamasis kompiuteris: MacBook Pro 13"" TB 2016 metų. Kompiuteris tiks tiek darbui, tiek kasdieniam naudojimui. Metalinis korpusas - komfortabilus nešiojimuisi, ilgai laikanti baterija patenkins daugelio iš Jūsų...","Vilnius, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-tb-2016-i5-8gb-256gb-1-men-grnt-56730863.html
"MacBook 12"" 2015 Intel Core M 8gb/256gb + 1 mėn. g",350 €,Būklė: naudota,"Naudotas, verslo klasės nešiojamasis kompiuteris: MacBook 12"" 2015 metų. Yra nutrintas LCD (matosi nuotraukoje), kompiuterio korpusas turi pabraižymų. Kompiuteris tiks tiek darbui, tiek kasdieniam naudojimui. Metalinis korpusas - komfortabilus...","Vilnius, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-12-2015-intel-core-m-8gb-256gb-1-men-g-56731739.html
MacBook Pro 13 TB 2019 i5 8gb/128gb + 1 mėn. grn,800 €,Būklė: naudota,"Naudotas, verslo klasės nešiojamasis kompiuteris: MacBook Pro 13 TB 2019 metų. Kompiuteris tiks tiek darbui, tiek kasdieniam naudojimui. Metalinis korpusas - komfortabilus nešiojimuisi, ilgai laikanti baterija patenkins daugelio iš Jūsų...","Vilnius, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-tb-2019-i5-8gb-128gb-1-men-grn-56822373.html
"MacBook 12"" 2016 m3 8gb/256gb + 1 mėn. garantija",500 €,Būklė: naudota,"Naudotas, verslo klasės nešiojamasis kompiuteris: MacBook 12"" 2016 metų. Kompiuteris tiks tiek darbui, tiek kasdieniam naudojimui. Metalinis korpusas - komfortabilus nešiojimuisi, ilgai laikanti baterija patenkins daugelio iš Jūsų poreikius....","Vilnius, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-12-2016-m3-8gb-256gb-1-men-garantija-56837121.html
"MacBook Air 13"" 2018 i5 8gb/128gb + 1 mėn. garanti",590 €,Būklė: naudota,"Naudotas, verslo klasės nešiojamasis kompiuteris: MacBook Air 13"" 2018 metų. Kompiuteris tiks tiek darbui, tiek kasdieniam naudojimui. Metalinis korpusas - komfortabilus nešiojimuisi, ilgai laikanti baterija patenkins daugelio iš Jūsų poreikius....","Vilnius, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-13-2018-i5-8gb-128gb-1-men-garanti-56837871.html
MacBook Pro 13 TB 2016 i5 8gb/256gb + 1 mėn. gar,700 €,Būklė: naudota,"Naudotas, verslo klasės nešiojamasis kompiuteris: MacBook Pro 13 TB 2016 metų. Kompiuteris tiks tiek darbui, tiek kasdieniam naudojimui. Metalinis korpusas - komfortabilus nešiojimuisi, ilgai laikanti baterija patenkins daugelio iš Jūsų...","Vilnius, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-tb-2016-i5-8gb-256gb-1-men-gar-55304365.html
MacBook Pro 13 2016 i5 8gb/256gb + 1 mėn. garant,600 €,Būklė: naudota,"Naudotas, verslo klasės nešiojamasis kompiuteris: MacBook Pro 13 2016 metų. Kompiuteris tiks tiek darbui, tiek kasdieniam naudojimui. Metalinis korpusas - komfortabilus nešiojimuisi, ilgai laikanti baterija patenkins daugelio iš Jūsų poreikius....","Vilnius, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2016-i5-8gb-256gb-1-men-garant-55321087.html
"MacBook Pro 15"" 2011 I7 16gb/256gb + 1 mėn.garanti",280 €,Būklė: naudota,"Naudotas, verslo klasės nešiojamasis kompiuteris: MacBook Pro 15"" 2011 metų. Kompiuteris tiks tiek darbui, tiek kasdieniam naudojimui. Metalinis korpusas - komfortabilus nešiojimuisi, ilgai laikanti baterija patenkins daugelio iš Jūsų poreikius....","Vilnius, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-2011-i7-16gb-256gb-1-men-garanti-55322685.html
"MacBook Air 13"" 2017 I5 8gb/128gb + 1 mėn. garant.",480 €,Būklė: naudota,"Naudotas, verslo klasės nešiojamasis kompiuteris: MacBook Air 13"" 2017 metų. Kompiuteris tiks tiek darbui, tiek kasdieniam naudojimui. Metalinis korpusas - komfortabilus nešiojimuisi, ilgai laikanti baterija patenkins daugelio iš Jūsų poreikius....","Vilnius, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-13-2017-i5-8gb-128gb-1-men-garant-55436295.html
MacBook Pro 13 A1278,280 €,Būklė: naudota,"Parduodu patikimą kompiuterį Apple MacBook Pro 13"" / 2.5GHz (Turbo Boost up to 3.2GHz) dual-core Intel Core i5 processor / RAM 16Gb / Intel SSD 240Gb /, kuris puikiai tiktų ir darbui, ir laisvalaikiui – SSD disko bei maksimalaus operatyviosios...","Vilnius, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-a1278-55672165.html
title,price,condition,review,city,date,href
"MacBook Pro 15-core i7"" 2.9 Touch/mid-2017",920 €,Būklė: naudota,"Apple MacBook Pro 15-Inch ""Core i7"" 2.9 Touch/Mid-2017.
16GB RAM
512 GB SSD
Intel HD Graphics 6301536 MB
453 Krovimo ciklai.Uzsidege Service Battery.
Stovis nepriekaistingas.",Palanga,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-core-i7-2-9-touch-mid-2017-55081969.html
MacBook 13,155 €,Būklė: naudota,"Naudotas MacBook 13 (2009)
Intel Core 2 Duo 2,26Ghz
Ram 2 Gb DDR3
HDD 250GB
LCD 1280 x 800
Nvidia GeForce 9400M
OS X El Capitan Ver. 10.11.6

Su pakrovėju. Baterija laiko 3-4 val.
Galimas siuntimas į kitus miestus.",Kita,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-13-47032743.html
MacBook pro 13 retina 2015,333 €,Būklė: naudota,"MacBook pro 13 retina 2015
i5 2.7 GHz
8 GB Ram
256 SSD
Retina ekranas
Baterijo ciklų 51
Kroviklis orginalus
Būklė sakyčiau nebloga.","Panevėžys, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-retina-2015-56629239.html
"MacBook Pro 13"" 2017 2,3ghz i5 8gb RAM 250gb SSD",809 €,Būklė: naudota,"MacBook Pro 13"" 2017 2,3GHz i5 8GB RAM 250GB SSD

NOTE TO INTERNATIONAL BUYERS (AND SCAMMERS)  I am not selling outside Lithuania. 

Parduodu mažai naudotą geros komplektacijos MacBook Pro. Lengviausia spręsti apie nešiojamo kompiuterio...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-quot-2017-2-3ghz-i5-8gb-ram-250gb-ssd-50180653.html
Apple MacBook Air 2337 2020,849 €,Būklė: nauja,"TIK ISPAKUOTAS IR PAKRAUTAS, NENAUDOTAS.
Maloniai kviečiame apsilankyti mūsų Lombarde, kuris įsikūręs Vilniaus g. 154-14, Šiauliai, apžiūrėti akį traukiančių aukso ir sidabro gaminių mažiausiomis kainomis, siunčiame į visus Lietuvos miestus....",Šiauliai,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-2337-2020-56157871.html
MacBook air a1369 13.3 sugedes i5,25 €,Būklė: naudota,"Parduodamas sugedes apple a1369. Mb sugedus, buvo i5, ekranas pazeistas ir vyriai nulauzti. . Gal kam pravers dalim, del akumo, klavos ar trackpado.",Kaunas,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-a1369-13-3-sugedes-i5-56327703.html
"MacBook Pro 13"" Retina",315 €,Būklė: naudota,"Parduodu puikiai išlaikyta ir puikiai veikiantį macbooką. Komplekte originalus pakrovėjas, magic mouse ir dėže. 

Kompiuteris puikiai tiks atlikti kasdieninius darbus, sklandziai dirba, nestringa. Retina ekranas toks pats kaip ir ant naujesniu...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-retina-56665549.html
MacBook air 13-inch 256 GB ( A166) puikios buklės,600 €,Būklė: naudota,"Sveiki parduodamas labai puikaus stovio macbook air 13-inch ekrano (2017 m.) .
Išsilaikęs puikiai, viskas veikia, kaip turi veikti! 
Retas modelis su tokia didele talpa, net 256 GB. vietos SSD viske, pukiai užtenka visiems reikiamams...",Šiauliai,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-13-inch-256-gb-a166-puikios-bukles-56894247.html
"MacBook Air M1 8gb RAM, 256 SSD",990 €,Būklė: nauja,"Neišpakuotas, visiškai naujas MBA iš iDeal. Dar neaktyvuotas, todėl nuo aktyvavimo datos gausite metus garantinio.",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-m1-8gb-ram-256-ssd-56894131.html
MacBook air2011 12 inc i5,120 €,Būklė: naudota,"MACBOOK AIR 11.6 INC , I5 PROCESORIUS , 2G RAMU , 60G KIETAS DISKAS , GERA BATERIJA , PAKROVEJAS , OS X JOSEMITE .",Šiauliai,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air2011-12-inc-i5-56401287.html
MacBook air 13 (2017) A1446 128 GB,600 €,Būklė: naudota,"Idealios bukles kompiuteris, įkrovimo ciklu virš 100, yra pakrovėjas, prailginimo laidas, rankine. Veikia puikiai, perrašyta operacine, yra ofisas",Šiauliai,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-13-2017-a1446-128-gb-51364279.html
Apple MacBook Air A1466 Early 2015,420 €,Būklė: naudota,"Idealaus stovio, galingas kompiuteris. Su dežute ir originaliu pakroveju.

Ekranas: 13"" IPS LED 1440 x 900
Procesorius: Intel Core i5 5250U 1.6GHz (up to 2.70 GHz)
RAM: 8 Gb LPDDR3
Diskas: 128Gb SSD
Video: Intel HD 6000
USB 3.0, HD...",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-a1466-early-2015-56552447.html
"Powerbook G4 17"" Apple",120 €,Būklė: naudota,"Veikiantis. Labai geros bukles. Korpusas be ilenkimu. Visi kampai idealus.  17 coliu matinis ekranas. Ekranas be jokiu sviesiu ar tamsiu demeliu. .Procesorius 1.33 Ghz, 1GB RAM, 64MB Video RAM, 80GB HDD, DVD-R.",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/powerbook-g4-17-apple-52843661.html
MacBook air 13-inch 256 GB ( A166) puikios buklės,650 €,Būklė: nauja,"Sveiki parduodamas labai puikaus stovio macbook air 13-inch ekrano (2017 m.) .
Išsilaikęs puikiai, viskas veikia, kaip turi veikti! 
Retas modelis su tokia didele talpa, net 256 GB. vietos SSD viske, pukiai užtenka visiems reikiamams...",Šiauliai,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-13-inch-256-gb-a166-puikios-bukles-56817325.html
"MacBook Air M1 256gb, Silver (2020) Naujas",900 €,Būklė: nauja,"Visiškai naujas, supakuotas, su tarptautine metų garantija.
2020. INT klav.
Kaina galutinė

https://www.ideal.lt/mac/macbook-air/macbook-air-13-3-retina-m1-8-core-cpu-7-core-gpu-8gb-256gb#134-18,167-19",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-m1-256gb-silver-2020-naujas-56842311.html
MacBook Air 13inch nedaug naudotas 2016,503 €,Būklė: naudota,"Parduodu MacBook Air 13inch nedaug naudotas 2016 
diskas 121GB 8GB DDR3 RAM  PC gerai dirbantis 
naujas neoriginlaus akumuliatorius 50eur nurodysiu imone kur pasikeisite Vilniaus mieste",Vilnius,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-air-13inch-nedaug-naudotas-2016-56730135.html
MacBook Pro Retina 2018,1 100 €,Būklė: naudota,"Писать на Whatsapp - +37126936189
Как новый, без дефектов и царапин
Macbook Pro Retina 2018 год
Intel core i 7
Ram 32Gb
Ssd 512Gb
Клавиатура RU/ENG

Батарея новая оригинальная, 1 цикл

Коробка,...",Kita,prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-retina-2018-56892333.html
"MacBook Pro 13,3 colio 2,6ghz i5 8gb RAM 2014m",405 €,Būklė: naudota,"Parduodu Macbook Pro 13,3 colio 
2014 metu
2,6GHz i5 
8GB ram 
128GB Ssd kietas diskas.
550 baterijos ciklu gerai laiko.

Ekranas neturi menkiausio pazeidimo ar subraizymo.
Kompiuteris isvalytas nuo dulkiu ir pakesta termo pasta,...","Kaunas, ...",prieš 1 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-3-colio-2-6ghz-i5-8gb-ram-2014m-53749081.html
Apple MacBook Pro 13.3 inch 2015 128ssd,450 €,Būklė: naudota,"Puikios būklės Macbook pro 13.3inch 2015 Early su įkrovikliu.

Macbook Pro (Retina, 13-inch, Early 2015)
Procesorius - 2.7 Ghz Dual-Core Intel Core i5
Atmintis - 8GB 1867 MHz DDR3
Vaizdo plokštė - Intel Iris Graphics 6100 1536 MB

Labai...","Vilnius, ...",prieš 2 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-3-inch-2015-128ssd-56875663.html
MacBook Pro 13 2019,1 150 €,Būklė: naudota,"MacBook Pro 13 2019 su Touch Bar 256 GB. Pirktas 2020-04 mėnesi ""Topocentre"". Stovis - idealus. Pridedamas deklas. Galiojanti garantija. Daugiau informacijos telefonu.",Vilnius,prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2019-56890993.html
MacBook Pro 15 2018 i7 512 SSD,1 200 €,Būklė: naudota,"Parduodamas Macbook Pro 15 2018 metų pirktas 2019 metų pavasarį

Intel i7 2,6Ghz
512gb ssd
16gb of ram
Radeon Pro 560X 4gb

Veikia puikiai, stovis 9/10, komplekte pakrovėjas, dežė",Vilnius,prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-2018-i7-512-ssd-55656911.html
Naujas Apple MacBook 12 Space Grey 8gb 256gb 2018,750 €,Būklė: nauja,"Parduodamas naujas, neišpakuotas Apple Macbook 12 Space Grey (2018). Retina display. 

A1534 modelis.

2017 modelis, bet and dėžės nurodyta 2018 m. 

Pirktas Currys PC World 2019 06 mėn (yra sąskaita), iki šiol gulėjo stalčiuje...",Vilnius,prieš 2 d.,https://skelbiu.lt//skelbimai/naujas-apple-macbook-12-space-grey-8gb-256gb-2018-52970479.html
Parduodu Mac Air13,210 €,Būklė: naudota,"Parduodu Mac Air13 be išorinių defektų. (Labai buvo prežiūrėtas). Labai geros būklės, veikia kaip priklauso. 

625 Krovimo ciklai, baterija laiko gerai. 

Toucpoud veikia gerai, tik ne ant tiek sensative, kaip buvo. Bet keisti nereikia....",Vilnius,prieš 2 d.,https://skelbiu.lt//skelbimai/parduodu-mac-air13-56458419.html
Apple Mac Book Air,340 €,Būklė: naudota,Geros būklės.,Panevėžys,prieš 2 d.,https://skelbiu.lt//skelbimai/apple-mac-book-air-55880573.html
title,price,condition,review,city,date,href
"MacBook pro late 2013 13""",230 €,Būklė: naudota,"Parduodamas vieno savininko puikios būklės MacBook pro. Yra pakrovėjas ir originali dėžė.
Talpa: 251gb HDD
CPU: Intel core i5 2,4GHz
RAM: 8gb RAM

Palikta neatnaujinta MacOS Catalina, nes kai kurios programos neveikia ar neturi palaikymo...",Klaipėda,prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-pro-late-2013-13-quot-56782747.html
Parduodu MacBook Pro 13 2020 su Touch Bar i5 256gb,950 €,Būklė: naudota,"Parduodu mažai naudotą, puikios būklės 10/10 MacBook Pro Space Gray su touch bar
Parametrai:

Ekranas: 13 colių Retina
Procesorius: Intel i5
Atmintis: 8GB
Talpa: 256GB
Kamera: 720p FaceTime HD camera
Jungtys: 2x Thunderbolt 3 (USB-C)
Svoris: 1.4...","Klaipėda, ...",prieš 2 d.,https://skelbiu.lt//skelbimai/parduodu-macbook-pro-13-2020-su-touch-bar-i5-256gb-56249511.html
Nešiojamų kompiuterių supirkimas Apple ir kitų,480 €,Būklė: naudota,"Nešiojamų kompiuterių supirkimas Vilniuje, Kaune, Klaipėdoje, Šiauliuose. 

Po vieną ir urmu superkame naujus ir naudotus Apple ir kitų gamintojų kompiuterius. Kompiuteriai turi būti ne senesni nei 5 metų. Gali būti nauji ir naudoti ar su...","Kaunas, ...",prieš 2 d.,https://skelbiu.lt//skelbimai/nesiojamu-kompiuteriu-supirkimas-apple-ir-kitu-48927183.html
MacBook Pro 15,480 €,Būklė: naudota,"Macbook Pro 15 inch
Processor 2,36 GHz
Intel Core I7
8 GB 
DDR3
Graphics AMD Radeon  HD 6750M
Storage 1TB
MacOS Catalina  Version 10.15.7

173 baterijos ciklai 

Būklė 9 iš 10",Vilnius,prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-56636955.html
"MacBook Pro Retina, 13 inch, Mid 2014",350 €,Būklė: naudota,"Pilnai veikiantis Macbook Pro, 8GB Ram, 128 gb SSD, i5 CPU.
Bukle gera, vienas kampas turi pabrozdinimu, ekranas tvarkingas, komplekte originalus, tvarkingas pakrovejas. Dirba tyliai, termopasta keista pries pora menesiu. Baterija 87% laiko 4-5...","Kėdainių r., ...",prieš 2 d.,https://skelbiu.lt//skelbimai/macbook-pro-retina-13-inch-mid-2014-56702489.html
